X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,Y
2.2917955738617737,0.6038978079825539,10.79087500447396,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1
8.56586259466776,0.28234484577616625,11.296654982565702,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0
8.698901284405125,0.8559865597064817,11.310369906198197,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0
2.401874797381923,0.691433973568143,10.727999409232213,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1
5.668052078452055,0.31835557663192193,11.080019385032656,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1
8.310974721924817,0.7425359375641964,11.329032146537795,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1
7.671851428388595,0.06699224959189076,10.034226312271743,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0
7.9326559089777735,0.4238932246614079,11.417997301958616,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0
8.647371713363512,0.0009381073561383069,11.678415464141146,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1
8.119351932793647,0.7142463356826114,10.34102397772926,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1
3.3080920878916644,0.6131122826373882,11.838694247232374,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0
2.2981535387720786,0.6470866281564196,11.761383491182395,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0
2.4664969448558365,0.7613808033887707,11.418484115641757,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0
4.196991782871029,0.519487803506795,10.88482366252956,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1
4.394097580218881,0.6978252407838875,11.044145891061529,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0
7.703011882596249,0.5814643269795341,10.370709598645892,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1
5.478889258610176,0.20197551468460073,11.685706097114966,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0
1.5814816883957197,0.5535076699236307,10.138514449314497,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
6.565549584829612,0.7259856350146706,10.35174078498143,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0
5.752184624471736,0.26791590736760673,11.0847421620847,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1
4.782436573687553,0.6930118479802372,11.107426483508203,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
2.1777044864670403,0.6714391360400468,10.045707860412012,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1
5.344831529244559,0.7218241614197652,11.364464604225487,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2.3661661363984985,0.9503956876883176,10.055827891354262,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
8.982558040598727,0.9719304511658969,10.319627489462658,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1
5.986005927406817,0.40723755806269024,10.786844117666726,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0
8.901934602524143,0.9185663228406942,11.964897572957854,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1
9.769088625508598,0.5051245627791857,10.230994510613924,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0
3.043587200649688,0.5806768819148785,10.8456058814681,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0
1.3427420239921881,0.16882945353341172,11.36778195966642,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1
7.0055017100993275,0.6531980638174344,10.724049363123687,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0
2.4273072846994377,0.5410726681670233,10.109918983182185,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1
8.732174738985712,0.07269621007805216,11.351867083929825,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0
1.4729669430336458,0.18008412028522192,10.78285990095102,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1
2.1080085857653823,0.48687096913807826,11.325195836624559,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1
8.029726908081852,0.12690285387819877,11.197994526039441,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1
3.460179205157622,0.815600831864225,11.423507866108517,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
7.324206170873338,0.05422538648839936,10.944625028400056,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1
2.7802732306190956,0.2531456468928591,10.548186493292464,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1
4.022194352742902,0.6133314759261834,11.755208185396878,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1
2.882305287485394,0.5274316650714649,11.922418053788308,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1
2.582804242142347,0.2936140857286951,11.566048609846263,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1
7.928903092962228,0.15483111483436696,10.742418176583085,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1
4.94551674919809,0.02160999450216028,10.65461378862044,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1
9.231431396048576,0.49951273886860825,11.893860621495755,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0
7.438721552326852,0.2991379880063437,11.14401616539416,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0
3.1959644328546393,0.9490616318551749,11.911463032731561,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0
2.912307487231365,0.7315632328367475,10.470821468615373,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1
2.886173870760454,0.9536961927282473,11.122928443822834,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0
8.353097621538279,0.8134559615822443,10.804061096279103,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0
2.6979656029535226,0.6676392100963922,11.345504236518588,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0
9.621265536527774,0.9096887299578309,10.522705941721123,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0
3.311523610652744,0.3954334004010065,11.048121855658138,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1
9.44947049408022,0.9030661465709429,10.99325278871974,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0
8.093748191427997,0.5079431903157597,10.003743044075586,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0
1.7387242440389326,0.6939148365772371,11.519676351916825,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0
1.3120668588029267,0.7970550846554658,10.19090301001499,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0
6.320238501239842,0.4926752277204245,10.438984635603452,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0
7.851264517648333,0.5251627856428184,10.273311415420194,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
2.4749250974840122,0.6835112657092929,11.663725454760822,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0
9.129770964611687,0.1812903746486586,10.706792169997513,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1
5.415667594670015,0.9169211828834043,10.34390164841661,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1
3.9825836000539123,0.28311483868066956,10.620438854701858,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1
6.231826855323751,0.30257117956532675,11.361549361992859,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1
4.313694190613584,0.029792066947567974,10.70573384509345,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1
3.058991777088451,0.6356783993276824,10.459710853781155,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
4.079619051830503,0.5846075248088046,11.766209508800328,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1
6.604383244686504,0.15413910661240748,11.03826397299814,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0
1.7925093074923737,0.6461530765072365,11.261984539318888,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1
9.878300177010981,0.27184806591794475,10.297936630047971,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0
6.129537544725334,0.35109673688803933,11.877777392815155,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1
2.150713535103285,0.19110653765826435,10.767734855211316,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1
8.244222382620961,0.7433366691384804,11.570912710821817,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0
4.413333318809208,0.9515765371995859,10.264280057950835,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0
8.776468684898635,0.7113735675164432,10.103775739203689,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0
2.8089508249000095,0.1675228757936308,10.297059882855713,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
9.280743903662746,0.050823627421322626,10.815821438227143,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0
2.7158672414951814,0.3710008433379963,10.544344869473395,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1
1.1732691347049304,0.5194837241404215,11.704405612812302,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
5.325653819074919,0.46005227254631165,11.0490485333357,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1
7.3928593710956365,0.7033387923967135,11.615616981994748,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0
4.324388429977796,0.6233437614612016,10.808051434342731,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0
1.4383571818755563,0.5961580619915462,10.620920285355913,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1
2.7878220281688124,0.24312978655436424,11.301081023956133,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1
3.8681142899965506,0.22872731869617446,11.645246516320233,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1
7.056919883962154,0.5753778569641651,11.567574727271495,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0
3.9056205352153266,0.06636309602756452,10.720549114953156,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1
5.831764960999962,0.053161130082215124,10.788675415389378,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1
3.357120208862353,0.4508018129663979,11.188518269722685,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1
1.356458685607787,0.23241241479501773,11.886175625196035,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0
8.985309590027047,0.6750164990523925,10.195052045742909,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0
1.2538832127488346,0.011057889637642315,10.552287792447942,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1
3.096226049511162,0.8486220820623349,11.990941128174027,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0
6.026575825248837,0.7962986991948587,11.77199477528126,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0
5.421452633234774,0.056537559553891836,10.058734776960263,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1
9.179946029428525,0.2632358402553452,10.471506404463385,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
8.34041468358683,0.2649598955896295,11.87647300467912,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0
5.279016541781235,0.7730380091546525,11.261954086892256,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1
3.942541059330248,0.12774220340728515,10.202177880611615,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1
1.592172805318574,0.4435015253830519,10.17075030306688,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0
1.6439997381154612,0.9915856408321344,11.339050344701613,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1
2.8769024337093008,0.019996374553268415,10.312639737904638,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1
6.742891652903048,0.12203291963835183,11.737206021187598,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0
5.031349090336436,0.740471640722267,11.345448540008883,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0
1.3326873020764387,0.4218877680913943,11.667473322422476,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1
6.507930750484561,0.00832098391123881,10.820223353315669,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1
4.624813940722786,0.36598047400191325,10.576508067063378,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1
3.7470812427253675,0.7760460523812063,10.185890477185332,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0
6.810012769071388,0.5011152945379176,11.845914737193187,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1
4.513786571276556,0.06657559263933277,10.447371007665149,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0
5.935679991451332,0.32571055254189896,10.840488990960752,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0
7.046298940792616,0.11821275755788752,10.365307307356955,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1
8.364500072389173,0.8429193158320981,11.027567716898028,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0
8.599479101501334,0.46808335096685894,11.965369843469828,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0
3.941216610646644,0.9559704660823413,11.780726907675348,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1
7.516149202822312,0.65579851595662,11.874079566836112,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1
1.7337425246199318,0.4749591527010033,10.049950548394682,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
7.316126628152433,0.13109535111564685,11.160668313002045,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1
5.089643582067689,0.30083860486842473,11.784130483250774,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0
4.266173004170144,0.0017469901435157587,11.413951386823724,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0
7.0857437274139095,0.9569668046446469,10.845107180403998,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1
4.130728817204053,0.9904925978048837,11.434166523686422,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1
7.323221264974458,0.1882476925479628,11.34589549796817,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
3.056489027857084,0.020370490907698602,11.811495983261986,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1
5.4003851609710205,0.27736934642724564,11.04135684791692,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1
9.039711580083969,0.03887009543437692,10.123179170015854,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0
7.3011221187305555,0.36632060594970495,10.996246270328994,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1
2.1535838526576723,0.10949344971017994,11.859702300377922,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1
6.543530378500275,0.7464876927294019,11.989962335240978,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1
6.909243359141568,0.9999173948149076,10.174775102121467,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1
4.0687758662832785,0.48767424490112543,10.641383451956823,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1
7.408877455188604,0.4137612332436734,11.66116477373062,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
4.486052312725222,0.43174893528752445,10.650153125138454,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1
2.0404518391167934,0.7070905097436244,11.974061001624865,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1
7.248695308367103,0.09162880314186839,11.371509472259524,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1
9.457763004136662,0.07229401471268104,10.08018242992027,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1
4.00578748047006,0.599323256703441,10.187609675129346,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1
6.145605659482093,0.6796190342021583,11.097131744875561,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
4.202770667183774,0.5128774395664358,10.846966550300973,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1
8.805369761932269,0.5499262714800547,10.521448551906483,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0
2.8890409824386056,0.01937275516214232,10.147292675524863,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1
6.136857648869487,0.001534057165049063,11.1465383810923,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0
3.8710995045366507,0.6644937219970946,10.037797730564785,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
